Gene,GSM94019,GSM94020,GSM94021,GSM94022,GSM94023,GSM94024,GSM94025,GSM94026,GSM94027,GSM94028,GSM94029,GSM94030,GSM94031,GSM94032,GSM94033,GSM94034,GSM94035,GSM94036,GSM94037,GSM94038,GSM94039,GSM94040,GSM94041,GSM94042,GSM94043,GSM94044,GSM94045,GSM94046,GSM94047,GSM94048,GSM94049,GSM94050,GSM94051,GSM94052,GSM94053,GSM94054,GSM94055,GSM94056,GSM94057,GSM94058,GSM94059,GSM94060,GSM94061,GSM94062,GSM94063,GSM94064,GSM94065,GSM94066,GSM94067,GSM94068,GSM94069,GSM94070,GSM94071,GSM94072,GSM94073,GSM94074,GSM94075,GSM94155,GSM94156,GSM94157,GSM94160,GSM94161,GSM94162,GSM94163,GSM94164,GSM94165,GSM94166,GSM94167,GSM94168,GSM94169,GSM94170,GSM94171,GSM94172,GSM94173,GSM94174,GSM94175,GSM94176,GSM94177,GSM94178,GSM98767,GSM98768,GSM98769,GSM98770,GSM98771,GSM98772,GSM98773,GSM98774,GSM98775,GSM98776,GSM98777,GSM98778,GSM98779,GSM98780,GSM98781,GSM98782,GSM98783,GSM98784
CIRBP,8.66212,8.58047,8.89121,8.55353,9.05702,9.20177,9.30777,7.81695,9.05836,7.06576,8.38364,9.15306,8.15447,8.41297,8.1282,9.13902,8.55184,8.76059,8.79792,8.22474,7.72097,8.59567,9.40651,8.09333,8.27904,8.34015,8.58598,8.84147,8.55313,9.29045,8.49644,9.05989,8.21715,8.81345,7.16609,8.41158,8.9357,8.6095,6.84993,9.24294,8.29994,7.95461,8.96863,7.00563,8.66837,7.70138,8.8053,8.22468,7.75575,7.71114,9.00044,7.2716,8.70201,8.51266,8.60529,8.88503,9.13943,8.18634,7.43309,8.16772,8.50402,8.83572,8.84638,8.03347,8.80243,8.68086,8.13405,8.47581,8.74721,8.35717,8.38256,9.00111,8.87003,7.97358,8.66553,8.89205,8.53171,8.12455,8.18888,8.57318,9.06573,9.25468,8.7434,8.54119,8.8226,8.91265,8.90061,8.68113,9.05266,8.64895,9.0912,8.84986,8.80245,8.39636,8.85182,8.92748,8.1623
CCT7,8.65129,8.22929,8.22776,8.17787,8.68917,8.29123,8.78547,8.03537,8.51547,7.0951,8.25002,8.32642,7.97745,8.03609,8.10983,8.60999,8.36324,8.22859,8.659,7.91574,8.08096,8.69027,8.9547,8.82339,8.38586,8.41848,8.5533,8.4853,8.62304,8.7775,8.70409,8.79892,8.77194,8.7553,6.84258,8.33323,8.4838,8.69689,7.34325,8.47153,8.43891,6.72778,8.49339,7.47322,8.90369,7.74391,8.49023,8.19517,8.36588,8.28071,8.27093,6.94186,8.70661,8.48363,8.45121,8.436,8.69007,7.98333,6.98918,8.83106,8.52979,8.73463,8.59259,8.55615,8.63288,8.80094,8.30904,8.60085,8.65589,8.5746,8.48391,8.70454,8.58495,8.22915,8.40375,8.77464,8.35989,8.90916,8.53888,8.88053,8.47141,9.09141,8.53936,8.47258,8.83958,8.2734,9.05489,8.28393,8.83827,8.76644,8.47669,8.54131,8.97467,8.41745,8.52766,8.57478,8.57037
PAFAH1B1,7.24844,6.34573,7.92241,7.22551,7.86698,7.49899,7.82499,6.95704,7.9744,5.9879,7.20899,7.80465,5.94235,7.02026,6.76625,7.89966,6.80739,7.35731,8.04921,5.65974,5.29382,7.93502,8.18839,6.52845,6.59657,6.88601,7.79786,7.86873,7.46275,8.1353,7.55832,8.18484,7.62222,8.04007,5.57775,7.61358,7.85925,7.4926,6.32026,8.11379,7.74544,5.48548,7.78911,5.22839,7.59191,5.34064,7.89832,5.71767,7.70106,6.06666,7.73056,5.22027,8.1996,7.64467,7.5235,7.87368,8.53002,7.8384,5.51875,7.6114,7.69296,7.85314,7.64928,6.59913,8.19964,8.09055,7.66277,6.83207,7.90131,7.70084,7.66515,7.96723,7.89012,6.39584,7.50585,7.25911,7.55712,8.30483,6.24623,7.86985,7.94341,7.85212,8.09554,6.6753,8.00842,7.71185,7.8921,7.6448,7.96672,7.62859,7.85741,8.06274,7.9604,7.39694,7.99285,8.19415,7.96552
PSME1,9.67488,9.71477,9.484,9.71002,10.1075,9.65739,9.55663,9.90968,9.93468,8.48934,9.63049,10.1427,9.73695,9.71334,9.50657,9.33307,9.73986,9.73236,10.1484,8.80762,9.20229,9.6544,10.0984,10.2786,9.73983,9.56724,9.69165,9.68971,10.0271,10.1438,9.71552,10.09,9.79786,10.3723,8.16861,10.0527,9.7822,10.0225,8.60578,9.80621,10.2251,8.33566,9.99857,8.04407,10.0496,8.89975,9.89434,9.30929,9.83253,8.94846,9.83654,8.58403,10.1922,9.6663,9.8927,9.58629,10.0249,10.4257,8.50128,10.4857,10.1631,9.85153,10.1923,9.66706,9.80107,10.0603,10.2684,9.49915,10.0782,9.60434,9.90816,9.64745,9.8959,9.31637,10.0806,10.1319,9.63103,10.2645,9.70514,10.3739,9.77426,10.2143,9.70108,9.64736,9.99372,9.6304,10.1109,9.757,10.1431,9.949,9.68901,9.84407,9.83917,9.69698,10.3976,9.82623,9.98815
ATP5O,9.13718,8.52581,9.5054,9.41201,9.44543,9.69998,10.1631,9.10496,9.73743,7.63978,9.53985,9.82571,9.00295,9.26485,8.78044,9.40906,9.43722,8.79838,9.44872,8.29179,7.52566,9.40724,10.355,9.86168,9.44551,9.50885,9.60796,9.37548,9.86871,10.1266,9.54885,10.0748,9.24328,10.3843,6.20167,8.78153,10.3991,9.50519,7.38533,10.0736,9.64606,7.09835,9.7753,7.45445,9.61514,8.0169,9.29117,8.5026,9.53774,8.42369,9.35989,8.00829,10.1002,10.3634,9.22513,9.99133,10.0452,9.64682,7.1273,9.2843,9.99296,9.6001,9.7375,9.28447,9.59953,10.0108,9.49314,9.40149,10.0628,9.61644,9.47669,9.56229,9.87349,8.55929,9.4256,9.58327,8.91586,9.58572,8.95419,9.5067,9.28465,8.97031,9.43462,8.56947,9.62926,9.45602,9.71463,9.83446,9.87988,9.49921,9.51158,9.691,9.70631,9.09057,9.95151,9.10249,9.79788
RPS15,11.2065,11.3936,11.2682,11.4641,11.8908,11.8609,11.8385,11.4675,11.7631,10.0053,11.4272,11.5981,10.9537,11.239,11.2947,11.4987,11.2202,11.1335,11.9327,10.822,10.6839,11.6804,11.8713,11.4853,11.699,11.6559,11.5326,11.5722,11.795,12.0328,11.9414,11.985,11.6297,11.8981,8.96317,11.1263,12.0273,11.5737,9.53138,11.9086,11.4484,9.81673,11.7427,11.5156,11.8686,10.5166,11.403,11.0641,11.7798,10.8385,11.6858,9.92577,11.634,11.402,11.3637,11.9336,12.0835,11.6882,10.5706,11.6584,11.6302,11.7113,11.9672,11.6586,11.7618,12.0558,11.6429,11.4647,11.8235,11.2488,11.5329,11.6983,11.5171,10.7301,11.3128,11.9183,11.4218,11.7418,11.4418,11.3802,11.4169,11.9611,11.8148,11.4137,11.8198,11.1927,11.9002,11.6579,11.989,11.6393,11.5812,11.398,11.614,10.9821,11.9173,11.5963,11.8079
PSMD8,7.87593,7.69143,8.23752,8.30807,8.48302,8.42437,8.54168,8.50904,8.57495,6.84627,8.05897,8.51007,7.8158,8.12816,7.66654,8.24472,8.11745,8.04893,8.78698,6.90353,7.02114,8.74257,8.64855,7.85176,7.76018,7.79426,8.44965,8.44671,8.03577,8.65016,8.5813,8.64091,8.15571,8.62932,6.75127,8.37054,8.67488,8.07003,6.636,8.95441,8.58564,6.99604,8.54033,7.08135,8.55478,7.15966,8.56555,7.30267,8.63404,7.40735,8.22847,7.17572,8.65389,8.34329,8.11153,8.81552,8.67163,8.491,7.16549,8.43941,8.67579,8.52392,8.8117,7.84543,8.46406,8.63352,8.46988,7.97797,8.95936,8.30546,8.7117,8.68263,8.69995,7.37361,8.12547,8.39144,7.91566,8.35185,7.61839,8.37767,8.5307,9.1685,8.6551,8.11913,8.31576,8.18209,8.66467,8.19069,8.55927,8.18359,8.185,8.2705,8.42974,8.32664,8.71706,8.55794,8.87609
LAMP2,6.70864,5.85493,7.48431,7.66856,7.10789,7.37449,7.99986,7.66596,8.42631,6.28614,7.22864,7.6391,6.4225,7.70689,6.48325,6.81898,6.76637,7.21437,8.22118,5.4461,5.93674,8.21589,7.60249,6.48691,6.70354,6.62759,7.79123,8.40534,7.11789,8.09578,7.71283,8.20162,7.75204,8.31767,5.46944,7.98986,8.55052,7.72448,5.92104,8.49042,9.13443,5.12549,7.9243,5.64203,7.05133,5.8092,7.81219,6.03493,8.78239,6.1053,7.42208,5.88867,7.87592,8.51327,7.53119,8.54122,8.2225,8.11431,4.94874,7.60252,8.3823,7.97743,7.59565,6.62782,7.90219,7.74688,8.34791,6.39558,8.42993,7.7146,8.07623,8.13771,8.35103,6.25627,6.95146,7.3867,7.32256,7.98857,6.52381,7.71777,8.0851,7.85848,7.79284,6.04154,7.63092,7.54288,7.80143,8.39246,7.66387,7.32691,7.78671,8.32143,7.94879,7.60949,8.09592,7.42472,8.84907
TPI1,9.11885,8.49437,9.12497,9.07421,9.2332,9.13421,8.99226,9.39343,8.9286,7.05015,8.77476,9.0518,8.64708,9.42794,9.12785,8.67146,8.77317,8.7568,9.12657,8.79499,7.91325,9.22557,9.65561,9.03443,9.1415,8.83248,9.03948,9.16004,9.58118,9.59922,9.34492,9.86655,9.58865,9.6509,7.68792,9.44208,9.59927,9.84143,7.68212,9.30431,9.6018,7.41925,9.65408,8.38153,9.36789,7.27098,9.53203,8.70465,9.82055,8.15001,9.02808,7.7676,9.62046,9.31402,9.44871,9.24778,9.61312,9.87009,7.51803,9.67106,9.12276,9.5906,9.54001,8.99808,9.19953,9.27748,9.46026,8.75502,9.57797,9.07013,9.50094,9.32992,9.18948,8.58323,9.31682,9.30427,9.05612,9.01906,8.40545,9.46459,8.97808,9.68249,9.05393,9.26235,9.36689,9.20374,9.8363,9.37132,9.52206,9.30027,9.32842,9.44332,9.4515,9.30668,9.74548,9.19621,9.8757
RPL29,9.76635,9.24356,9.88927,10.2807,10.544,10.5705,11.1476,10.2698,10.7082,6.85273,10.0807,10.5389,9.90609,9.86493,9.93427,10.3512,9.84658,9.95159,10.5893,9.00725,8.68552,10.6615,10.8063,10.5221,10.4731,10.6827,10.3414,10.8441,10.8412,10.9991,11.1635,10.797,9.91862,10.6815,7.43194,9.63763,10.9446,10.0755,8.71302,11.0631,10.1113,8.65911,10.839,8.88826,10.8068,8.96183,10.0031,9.22226,10.3846,9.97682,10.0188,7.78466,10.2049,10.6556,10.0573,11.0609,11.0019,10.344,8.02305,10.4678,10.4474,10.2824,10.8825,10.3076,10.626,10.6083,10.6476,9.92598,10.9003,10.7765,10.1824,10.8302,10.4266,9.08411,9.82664,10.5457,10.0983,10.0915,10.2159,9.72931,10.0892,10.9522,10.4233,10.0387,10.5448,9.95784,10.8402,10.2508,10.9246,10.1642,10.0925,10.6075,10.5011,9.88077,10.9121,10.3623,10.541
GSTP1,10.4196,10.6025,10.6294,10.8994,11.3118,10.8517,10.9872,10.4703,10.8878,9.03273,10.6848,10.6726,10.6526,10.4808,10.5584,10.495,10.2681,10.1557,11.023,10.1099,9.64568,10.8,11.1228,10.9684,10.8559,10.2283,10.6866,10.4519,11.1565,11.3085,11.2483,10.7159,11.0179,11.1149,8.31812,10.642,10.9106,10.4385,8.96511,11.1981,10.6306,8.96602,10.8412,9.27508,10.9596,9.37049,11.0725,10.2407,11.0742,9.82822,11.0543,9.095,11.0002,10.7369,10.7521,10.9149,11.1317,11.0623,9.46807,10.6378,10.998,11.3053,11.1288,10.8726,10.5059,11.2196,10.7562,10.8619,11.3132,10.8171,11.1042,11.2358,10.8318,9.82571,10.3853,11.058,10.3252,10.5376,10.0569,10.7987,10.6614,11.3061,10.5779,10.6389,10.5915,10.9215,11.1092,10.9216,11.0257,10.8001,11.2473,11.0685,10.7614,10.673,10.9794,10.7897,11.2501
HYOU1,8.96636,8.32027,8.9485,9.29346,8.82231,8.73434,8.84942,8.33869,8.79543,7.29011,8.84751,8.47461,8.55114,9.0392,9.12547,8.56802,8.86285,8.419,8.79617,8.29055,7.45624,9.32025,9.26457,9.11426,8.60442,8.17287,8.7864,8.90698,8.63053,9.28326,9.12868,8.81584,9.65401,8.98488,7.1795,9.51426,9.19112,9.10728,7.81239,8.99945,9.32732,7.10205,8.9466,7.51741,8.89589,7.70138,9.25813,8.00965,9.57069,8.30269,9.12946,7.94135,9.60355,8.4945,9.0489,8.4894,8.98757,9.37875,7.52664,9.10188,9.64538,9.85859,8.67806,8.4884,9.36614,8.90952,9.48122,8.5058,8.75224,8.52979,9.63479,8.94069,8.73979,8.34965,8.45937,8.84107,9.20379,8.88468,8.71211,9.02343,8.4058,9.51463,9.15976,9.10874,8.79602,8.66494,9.36151,8.9766,8.77536,8.99532,8.77652,9.41348,8.98321,8.90694,9.23856,9.15304,10.0741
SNRPD2,9.03607,8.6111,9.12848,9.23175,9.47317,9.40777,10.0872,9.16571,9.60629,7.34689,9.10068,9.79134,9.37315,9.05376,9.11816,9.40561,9.43594,8.87199,9.28879,8.46831,8.26359,9.40532,9.90917,10.1469,9.70443,9.51227,9.40492,9.74185,9.91856,9.90849,9.84073,9.72994,9.16652,9.87807,7.50931,8.81776,9.87589,9.56576,8.081,10.0056,9.55883,8.00472,9.64272,8.79303,9.79946,7.88291,9.23944,8.91847,9.23654,8.76025,8.90361,7.65122,9.40156,9.85091,9.46653,9.94469,9.73248,9.48225,7.69698,9.05999,9.47611,9.40878,9.89946,9.43693,9.6246,9.59264,9.52347,9.39355,9.83222,9.60198,9.24646,9.81675,9.71414,8.63068,9.33323,9.69182,9.07152,9.358,9.4127,9.39132,9.32777,10.038,9.44551,9.03963,9.45107,9.11505,9.63017,9.33366,9.76177,9.44405,9.37623,9.25501,9.32288,9.2306,9.74404,9.25742,9.40701
PLOD1,6.54857,6.42743,6.01009,6.45733,6.06451,6.30411,6.11343,6.59511,6.20481,6.83189,6.11343,6.22649,6.453,6.25787,6.94121,6.04225,6.01246,5.98714,6.0568,6.82513,6.3037,6.05101,6.07842,6.39979,6.23559,6.28642,5.72177,5.47294,6.07007,6.37935,5.89836,5.89537,6.07115,5.85311,5.96827,5.73466,5.89149,6.06025,5.78609,6.08914,6.05082,6.0735,5.8487,6.64287,6.3908,6.38129,6.17042,6.26777,6.2114,6.1405,6.1242,6.15529,5.72986,5.73883,6.15466,6.11075,5.91015,6.08647,6.30108,5.95852,6.00958,6.07189,6.1239,6.23088,6.34238,5.68494,6.08002,6.14206,5.96995,5.90623,6.19928,5.37573,5.94849,6.07432,6.02188,5.93485,6.11068,6.08037,6.31721,6.09928,6.26364,6.05246,6.02889,6.45374,5.91101,6.17599,6.0793,5.92308,6.18644,6.32995,6.11424,5.8925,6.19313,6.0835,5.71158,5.8615,6.16973
ZNF207,7.59879,6.42478,7.99537,7.52991,7.49037,7.46463,7.83502,7.91573,8.30586,5.71828,8.16669,7.5409,6.95516,8.16227,6.50696,7.9301,6.71914,7.9794,8.63006,5.85831,6.39256,8.58114,7.51229,6.20025,6.96763,6.86342,8.65783,8.57198,7.03516,7.7948,8.04585,8.60105,7.904,8.05231,7.07399,8.98455,8.42417,7.68085,7.42962,8.13442,8.62552,6.71373,8.39361,6.59675,7.41903,5.90379,8.014,6.46762,8.54969,6.49928,8.47599,6.62719,8.51857,7.7024,7.54469,8.47547,8.31413,9.06938,6.86948,8.74557,8.77861,7.98762,7.99537,6.88686,8.31137,8.72965,8.42459,6.85404,8.27175,7.53878,8.36158,8.22604,9.00093,7.14859,7.13769,7.1932,8.24127,7.86689,6.83762,7.7093,8.173,8.29609,8.70558,6.88461,8.26307,7.79111,8.05555,8.19397,7.90058,7.34927,8.1228,8.85669,8.66783,7.9732,8.9034,8.45549,8.45162
PSMD2,8.52156,8.94152,7.99657,8.02321,8.76905,8.57739,8.67782,8.21086,8.57314,7.76943,7.99713,8.4552,7.98141,8.35405,8.54369,8.26976,8.75649,8.2634,8.20944,8.38087,8.93201,8.30705,8.81219,9.17819,8.85552,8.56014,8.24478,8.29725,8.50329,8.62932,8.39528,8.64565,8.83858,8.49586,7.33591,8.18179,8.44971,8.87278,6.9586,8.60449,8.27266,8.57255,8.35958,8.55958,8.93871,7.86764,8.37163,8.89198,8.3088,8.46777,8.52659,7.66157,8.67541,8.51128,8.29006,8.35612,8.6604,8.4033,7.69968,8.60155,8.35548,8.68806,8.64405,8.86242,8.53069,8.70846,8.65737,8.7054,8.64691,8.24049,8.53785,8.61596,8.32563,8.15219,8.42213,8.85368,8.35634,8.76513,8.6395,8.58257,8.23398,9.17674,8.0299,8.78317,8.42858,8.23962,8.86345,8.32076,8.57058,8.64678,8.26991,8.66759,8.61676,8.41729,8.43806,8.5792,8.53978
SCD,5.98162,5.37177,5.75219,5.84612,6.21647,5.66562,5.40455,8.00428,6.25814,4.25747,5.43668,5.25654,5.6489,5.66064,5.66247,5.9958,6.28794,5.82041,7.25121,5.47508,4.83839,6.36081,5.74207,5.71264,5.32181,4.73334,6.2037,6.20602,6.04748,6.77906,5.84015,6.06919,6.36129,5.57147,5.21506,6.95969,5.76604,5.52096,4.90026,5.91746,6.56352,4.48314,6.28308,5.50509,6.37663,6.01052,6.25126,5.01394,6.58067,5.53256,6.27814,5.66667,6.65359,6.24893,5.98213,5.67737,5.38205,6.33636,4.305,6.18002,6.67377,5.62311,5.91537,5.33925,6.74946,5.37498,6.24019,5.56468,5.69628,5.49233,6.10252,5.361,6.87902,5.95885,5.75989,5.78123,6.21075,7.39676,5.65731,6.58893,9.5698,6.69431,5.29421,5.23548,5.87422,5.95219,5.96012,5.73436,6.55261,5.73088,5.70174,5.7049,6.0195,6.21342,6.31606,5.27405,6.60581
RAP1B,7.85968,7.05758,8.62773,8.06274,8.20054,8.05189,8.58,7.91976,8.29132,5.75887,8.022,8.42339,7.08974,8.24364,7.24717,8.10995,7.32866,7.87858,8.52061,6.81576,6.34541,8.24223,8.72945,7.63509,7.49675,7.58372,8.4631,8.42471,8.05558,9.02714,8.49887,8.66932,8.15226,9.25261,6.4595,8.26031,8.75636,8.60001,6.54852,9.13521,8.82489,5.91991,8.7431,6.27665,8.5719,6.44665,8.46246,6.81316,8.53334,7.1005,8.19463,6.1926,8.92724,8.57032,8.2985,8.67741,8.93333,8.49788,6.46517,8.32331,8.57169,8.6358,7.98987,7.55536,8.53909,8.75667,8.70233,7.52078,8.60745,8.41057,8.34036,8.53205,8.56289,7.50146,8.60399,8.07935,8.17927,8.76506,7.24547,8.75811,8.71321,7.876,8.31206,7.65187,8.47705,8.174,8.04153,8.74972,8.58518,8.1159,7.94864,8.63731,8.37535,7.98045,8.58819,8.10044,8.78442
RPS21,10.039,10.4063,10.3973,10.4394,10.7007,10.587,11.3271,10.9031,10.7283,8.92976,10.4725,10.8033,10.5293,10.0991,10.4845,10.8564,10.3462,10.036,10.8922,10.2295,10.4482,10.6733,11.5696,11.2213,11.0411,11.3069,11.0216,11.3145,11.4234,11.5669,11.2641,11.3997,10.617,11.4616,8.52422,9.60133,11.1601,11.0391,9.26793,11.4113,10.6664,9.29406,11.2362,10.3722,11.3419,9.64772,10.2532,10.3582,10.8679,10.5568,10.4582,9.80335,10.803,11.4612,10.4525,11.4065,11.2758,10.7781,9.98135,10.4986,10.6819,10.7612,11.0184,11.2718,11.2047,11.0741,10.909,11.0041,11.2528,11.0811,10.3451,10.8159,10.7706,9.64011,10.5656,11.1092,10.5366,10.8272,10.913,10.3873,10.4471,11.0376,10.8476,10.5806,11.1344,10.54,11.2616,10.8067,11.2652,10.9225,10.772,10.4391,10.8082,10.36,10.9756,10.6375,10.9886
MAP4,7.1824,7.33343,6.83569,7.259,7.51057,7.08246,7.01556,6.71594,7.2506,6.62208,6.35247,7.14715,6.70238,6.33095,7.13496,7.24732,7.2668,7.01823,6.88162,7.75506,7.3402,7.45449,7.90555,7.8601,7.82444,7.79577,7.20626,6.95781,7.41229,7.37272,7.43033,6.99496,7.50876,7.48297,6.25233,6.78657,7.2806,7.26179,6.0101,7.30484,6.93344,6.54504,7.11015,6.69099,7.50031,6.99193,7.12238,7.67819,7.32352,6.99638,7.17356,6.08036,7.38001,7.14505,7.24715,7.12302,7.32411,6.63474,7.13074,7.01801,7.22144,7.52401,7.08132,8.05155,7.44591,7.15289,7.25514,7.53617,6.9714,7.32882,7.30619,7.2103,7.24801,7.24909,7.2793,7.52309,7.64708,7.6452,7.99591,7.35026,7.18105,7.26179,6.80402,7.80938,7.48907,7.4623,7.98955,7.07882,7.27668,7.93332,7.13723,7.21182,6.82163,6.96976,7.1092,7.31864,7.50386
BCAP31,9.24889,9.6463,8.92408,9.40531,9.55053,9.1897,9.56653,9.44221,9.548,8.321,8.80775,9.05626,9.47266,9.04705,9.22521,9.5009,9.28502,9.13847,9.62718,9.42121,8.6991,9.33756,9.83333,9.52774,9.93256,8.99292,9.14923,9.42446,9.47159,9.69817,9.45262,9.44407,9.50654,9.71953,8.07306,9.16251,9.42908,9.62317,7.52193,9.58389,9.50696,9.59348,9.16242,9.35359,9.7562,8.73396,9.52133,10.0686,9.46412,9.42726,9.194,8.13725,9.46362,9.2892,9.36356,9.53159,9.64971,9.5083,8.86559,9.66931,9.37212,9.7126,9.70415,9.50613,9.56466,9.64658,9.56744,9.31746,9.54373,9.02007,9.57914,9.59567,9.47185,8.82068,9.08435,9.50142,9.40889,9.60521,9.2838,9.53481,9.31159,9.8666,9.01161,9.83586,9.58063,9.24714,9.90213,9.18919,9.56921,9.71606,9.12204,9.34915,9.51915,9.20973,9.5255,9.33488,9.93779
CTSB,9.65607,8.05348,9.33892,9.5411,9.23817,9.24068,8.49917,10.6338,9.63293,7.27086,9.39909,9.08471,8.32152,10.0178,8.92822,9.2096,9.31921,9.83544,10.1207,8.00231,7.47985,9.52234,9.01855,8.1982,8.32204,8.47739,9.09467,9.49411,9.0171,9.60837,9.03817,9.23285,9.59047,9.41973,7.098,9.63642,9.57677,9.08538,7.74434,9.19293,10.2648,7.0903,9.71553,7.55626,9.26864,7.81705,9.92809,7.5759,10.004,7.34041,9.25526,7.02769,9.55313,8.55084,9.24379,9.28133,9.55537,9.98784,7.7622,9.90195,9.73685,9.64318,9.14008,8.60445,9.41963,9.36943,9.74782,7.90782,9.4083,9.06481,9.93059,9.33239,9.2919,8.80177,8.68318,9.18788,9.43473,9.7694,8.75999,9.40161,10.9599,9.63661,9.40235,8.78891,9.27535,9.45625,9.73085,9.49846,9.82551,8.81296,9.81067,9.70326,9.37037,9.46101,9.5425,9.45823,10.1329
EPRS,6.23739,6.09606,6.06152,6.9015,6.9447,6.1377,6.37022,6.19598,6.34392,5.79411,6.68253,6.2041,6.51382,6.66125,6.60087,6.36516,5.67484,6.51794,6.49372,6.67618,6.29448,6.74648,6.87464,6.78604,7.11691,6.4294,7.15105,6.73293,6.31385,6.83779,6.81621,6.48295,6.74859,7.09251,6.40302,6.77855,7.10055,6.87684,6.41396,6.86231,6.84364,6.83972,6.98747,6.64857,6.01684,5.97068,6.18234,6.10832,6.68178,5.82153,6.65051,5.56117,6.43839,8.12185,6.09324,8.03063,5.92507,6.58241,5.89985,6.46552,6.75006,6.12218,6.63398,6.40511,6.53228,6.76478,6.45669,6.29271,6.31955,5.92532,6.47162,6.85228,6.917,6.19189,6.47655,5.69409,6.14464,6.30809,6.19059,6.35434,6.67918,5.75507,7.1388,7.18798,6.47417,6.1048,6.91264,6.95826,6.20247,6.12123,6.32117,7.1361,6.74023,6.35971,6.73819,6.7044,6.84781
PRDX6,7.84722,7.9631,8.41863,7.54983,8.34304,8.45381,8.40707,6.88437,7.98861,7.05218,8.17602,8.35289,6.91608,7.30838,8.16961,7.91023,8.05564,7.35618,8.02565,7.91265,7.91756,8.05735,8.52313,7.8299,8.10391,8.23496,7.83641,8.41647,8.3715,8.80547,8.19702,8.47369,8.05634,8.1673,6.54137,7.30204,8.22509,7.89727,6.69369,8.2354,7.49375,6.58282,7.8624,6.96452,8.2212,7.48936,8.10457,7.78413,7.88618,7.74749,8.26097,6.9609,8.28674,8.44468,8.10074,8.34793,8.70938,7.89496,7.33194,7.59991,7.74778,8.15535,7.89714,8.15285,8.5394,7.96448,8.0468,7.90876,8.40558,7.98566,7.67425,8.58372,7.92633,7.67647,8.1477,7.83599,8.0587,8.17965,8.06449,8.22404,8.09894,7.49387,7.98221,7.87309,8.2515,8.04012,8.19462,8.46613,8.47394,8.12239,8.38343,8.12878,8.23916,8.00021,7.85772,8.09425,8.19196
PPP1CA,7.80126,8.2383,7.89341,8.07532,8.19337,8.18231,8.16548,8.50006,8.03096,7.46942,8.15409,8.09753,7.89478,8.44111,7.88406,7.90148,7.69576,7.61389,8.15093,7.67961,8.02093,8.49059,8.58153,8.2431,8.25098,8.24037,8.28939,8.10916,8.39602,8.3907,8.24571,8.31926,8.24638,8.44404,7.4113,8.34573,8.39422,8.55866,6.8024,8.39883,8.33616,7.63309,8.38305,7.68758,8.10854,7.15648,8.15967,7.46553,8.4734,7.79264,7.94897,7.45252,8.10305,7.50284,7.82953,8.1066,8.36485,8.64815,7.73344,8.5069,8.3421,8.50349,8.56104,8.38824,8.07585,8.47694,8.35096,7.98616,8.22785,8.08285,8.34481,8.25263,8.00636,7.63132,7.99727,8.42084,8.02904,8.38905,7.89383,8.38239,7.98122,9.00958,8.4389,8.43465,8.10304,7.80231,8.66883,8.13006,8.20873,8.18394,8.36381,8.52236,8.15569,8.07741,8.60927,8.21677,8.74766
TMEM66,9.82132,8.96781,10.0913,9.81772,9.79307,9.90392,10.1733,8.76565,10.2106,7.68558,9.36819,9.84274,9.19677,9.13953,9.57631,9.89596,9.78113,9.85095,9.86589,8.51046,7.62184,9.74576,10.0293,8.11505,8.45904,8.84672,9.42185,9.61541,9.47322,9.88742,9.43967,9.78921,9.05042,9.91386,6.96902,9.24366,9.9207,9.7647,7.9476,10.0945,9.63239,6.42669,9.85466,5.59667,9.48493,9.10926,9.80014,8.47377,9.58358,8.74583,9.89657,7.51241,10.0482,10.0652,10.1613,9.84744,10.1932,8.97997,6.71762,9.26708,9.71188,9.66269,9.25806,8.53126,9.86884,9.48042,9.24083,9.1689,9.82469,9.12443,9.38219,9.82716,9.76779,8.59147,9.68972,9.42298,9.09125,9.8054,8.82021,10.0269,9.94384,8.80211,9.49868,9.00315,9.43478,9.93072,9.24541,9.88021,9.43678,9.61794,9.53695,9.7223,9.16246,9.3712,9.39284,9.4594,9.93969
AHCYL1,8.05695,6.73709,8.09673,7.52385,7.83902,8.25158,8.49233,7.27847,8.21055,5.99765,8.26595,7.60823,6.77968,7.89231,7.34052,7.95315,7.78795,7.64786,8.20075,6.46682,6.67215,8.10102,8.01887,7.10466,7.09443,7.34472,8.00154,8.02714,7.20857,8.02078,7.90362,8.24864,7.80815,8.03889,5.39345,8.1005,8.23037,7.9051,6.86716,8.02078,7.83197,6.07757,7.83783,6.50271,7.77538,6.22938,8.35052,6.60124,8.10219,6.48725,8.60739,6.97078,8.42993,8.00869,7.96105,7.79215,8.36742,8.03556,5.7043,8.21137,8.29196,8.31485,8.2004,7.25341,8.16056,8.17291,7.82515,7.46178,8.42645,7.54315,8.31974,8.22486,8.34207,7.24909,7.54078,7.62573,7.93769,8.00581,6.9872,8.12081,7.95391,7.9861,8.17634,7.26347,7.99824,8.06659,8.06511,8.25097,8.03249,7.65245,8.09914,8.52971,8.38595,7.91934,8.28294,8.3238,8.33816
